,genes,Approved symbol,all_symbols,Previous symbols,Alias symbols,cce_genes_symbols,symbol_updated,CCE_symbol,Hugo_symbol,Previous_symbol,pathway_genes_cce,pathway_genes_hugo,duplicated,Final_symbol
7752,GOLPH3L,GOLPH3L,"GOLPH3L, NA, GPP34R",NA,GPP34R,GOLPH3L,False,GOLPH3L,GOLPH3L,,,,False,GOLPH3L
7753,GOLT1A,,,,,,,GOLT1A,,,,,False,GOLT1A
7754,GOLT1B,,,,,,,GOLT1B,,,,,False,GOLT1B
7755,GON4L,GON4L,"GON4L, GON4, FLJ20203, GON-4, YARP",GON4,"FLJ20203, GON-4, YARP",GON4L,False,GON4L,GON4L,,,,False,GON4L
7756,GOPC,GOPC,"GOPC, NA, dJ94G16.2, PIST, FIG, GOPC1, CAL",NA,"dJ94G16.2, PIST, FIG, GOPC1, CAL",GOPC,False,GOPC,GOPC,,GOPC,GOPC,False,GOPC
7757,GORAB,GORAB,"GORAB, SCYL1BP1, FLJ11752, NTKL-BP1, GO",SCYL1BP1,"FLJ11752, NTKL-BP1, GO",GORAB,False,GORAB,GORAB,,,,False,GORAB
7758,GORASP1,GORASP1,"GORASP1, GOLPH5, GRASP65, P65, FLJ23443",GOLPH5,"GRASP65, P65, FLJ23443",GORASP1,False,GORASP1,GORASP1,,GORASP1,GORASP1,False,GORASP1
7759,GORASP2,GORASP2,"GORASP2, NA, GRASP55, GRS2, GOLPH6",NA,"GRASP55, GRS2, GOLPH6",GORASP2,False,GORASP2,GORASP2,,GORASP2,GORASP2,False,GORASP2
7760,GOSR1,GOSR1,"GOSR1, NA, GOS28, P28, GS28, GOS-28, GOLIM2",NA,"GOS28, P28, GS28, GOS-28, GOLIM2",GOSR1,False,GOSR1,GOSR1,,GOSR1,GOSR1,False,GOSR1
7761,GOSR2,GOSR2,"GOSR2, NA, GS27, Bos1",NA,"GS27, Bos1",GOSR2,False,GOSR2,GOSR2,,GOSR2,GOSR2,False,GOSR2
7762,GOT1,GOLT1B,"GOLT1B, NA, CGI-141, YMR292W, GOT1",NA,"CGI-141, YMR292W, GOT1",GOT1,True,GOT1,GOLT1B,GOT1,GOT1,,True,GOT1
7765,GOT1L1,GOT1L1,"GOT1L1, NA, MGC33309",NA,MGC33309,GOT1L1,False,GOT1L1,GOT1L1,,,,False,GOT1L1
7766,GOT2,GOT2,"GOT2, NA, mitAAT, KATIV, KAT4, KYAT4",NA,"mitAAT, KATIV, KAT4, KYAT4",GOT2,False,GOT2,GOT2,,GOT2,GOT2,False,GOT2
7767,GP1BA,GP1BA,"GP1BA, GP1B, CD42b, GPIbalpha",GP1B,"CD42b, GPIbalpha",GP1BA,False,GP1BA,GP1BA,,GP1BA,GP1BA,False,GP1BA
7768,GP2,GP2,"GP2, NA, ZAP75",NA,ZAP75,GP2,False,GP2,GP2,,GP2,GP2,False,GP2
7769,GP5,GP5,"GP5, NA, CD42d",NA,CD42d,GP5,False,GP5,GP5,,GP5,GP5,False,GP5
7770,GP6,GP6,"GP6, NA, GPVI",NA,GPVI,GP6,False,GP6,GP6,,GP6,GP6,False,GP6
7771,GP9,GP9,"GP9, NA, CD42a, GPIX",NA,"CD42a, GPIX",GP9,False,GP9,GP9,,GP9,GP9,False,GP9
7772,GPA33,GPA33,"GPA33, NA, A33",NA,A33,GPA33,False,GPA33,GPA33,,,,False,GPA33
7773,GPAA1,GPAA1,"GPAA1, NA, GAA1, hGAA1",NA,"GAA1, hGAA1",GPAA1,False,GPAA1,GPAA1,,GPAA1,GPAA1,False,GPAA1
7774,GPAM,GPAM,"GPAM, NA, KIAA1560, MGC26846, GPAT1",NA,"KIAA1560, MGC26846, GPAT1",GPAM,False,GPAM,GPAM,,GPAM,GPAM,False,GPAM
7775,GPAT2,GPAT2,"GPAT2, NA, CT123",NA,CT123,GPAT2,False,GPAT2,GPAT2,,GPAT2,GPAT2,False,GPAT2
7776,GPATCH1,GPATCH1,"GPATCH1, GPATC1, ECGP, FLJ10206, FLJ38686",GPATC1,"ECGP, FLJ10206, FLJ38686",GPATCH1,False,GPATCH1,GPATCH1,,,,False,GPATCH1
7777,GPATCH2,GPATCH2,"GPATCH2, GPATC2, FLJ10252, CT110, PPP1R30, Pfa1",GPATC2,"FLJ10252, CT110, PPP1R30, Pfa1",GPATCH2,False,GPATCH2,GPATCH2,,,,False,GPATCH2
7778,GPATCH3,GPATCH3,"GPATCH3, GPATC3, FLJ12455",GPATC3,FLJ12455,GPATCH3,False,GPATCH3,GPATCH3,,,,False,GPATCH3
7779,GPATCH4,GPATCH4,"GPATCH4, GPATC4, FLJ20249, DKFZP434F1735",GPATC4,"FLJ20249, DKFZP434F1735",GPATCH4,False,GPATCH4,GPATCH4,,,,False,GPATCH4
7780,GPATCH8,GPATCH8,"GPATCH8, KIAA0553, GPATC8, NA","KIAA0553, GPATC8",NA,GPATCH8,False,GPATCH8,GPATCH8,,,,False,GPATCH8
7781,GPBAR1,GPBAR1,"GPBAR1, NA, BG37, GPCR, TGR5, M-BAR, GPCR19, GPR131, MGC40597",NA,"BG37, GPCR, TGR5, M-BAR, GPCR19, GPR131, MGC40597",GPBAR1,False,GPBAR1,GPBAR1,,GPBAR1,GPBAR1,False,GPBAR1
7782,GPBP1,GPBP1,"GPBP1, NA, DKFZp761C169",NA,DKFZp761C169,GPBP1,False,GPBP1,GPBP1,,,,False,GPBP1
7783,GPBP1L1,GPBP1L1,"GPBP1L1, NA, SP192",NA,SP192,GPBP1L1,False,GPBP1L1,GPBP1L1,,,,False,GPBP1L1
7784,GPC1,GPC1,"GPC1, NA, glypican",NA,glypican,GPC1,False,GPC1,GPC1,,GPC1,GPC1,False,GPC1
7785,GPC2,GPC2,"GPC2, NA, cerebroglycan, FLJ38962, DKFZp547M109",NA,"cerebroglycan, FLJ38962, DKFZp547M109",GPC2,False,GPC2,GPC2,,GPC2,GPC2,False,GPC2
7786,GPC3,GPC3,"GPC3, SDYS, OCI-5, SGBS, SGBS1, SGB, DGSX",SDYS,"OCI-5, SGBS, SGBS1, SGB, DGSX",GPC3,False,GPC3,GPC3,,GPC3,GPC3,False,GPC3
7787,GPC4,GPC4,"GPC4, NA, K-glypican",NA,K-glypican,GPC4,False,GPC4,GPC4,,GPC4,GPC4,False,GPC4
206,GPC5,GPC5,"GPC5, NA, NA",NA,NA,GPC5,False,GPC5,GPC5,,GPC5,GPC5,False,GPC5
7788,GPC6,GPC6,"GPC6, NA, NA",NA,NA,GPC6,False,GPC6,GPC6,,GPC6,GPC6,False,GPC6
7789,GPCPD1,GPCPD1,"GPCPD1, NA, KIAA1434, GDE5, GDPD6",NA,"KIAA1434, GDE5, GDPD6",GPCPD1,False,GPCPD1,GPCPD1,,GPCPD1,GPCPD1,False,GPCPD1
7790,GPD1,GPD1,"GPD1, NA, NA",NA,NA,GPD1,False,GPD1,GPD1,,GPD1,GPD1,False,GPD1
7791,GPD1L,GPD1L,"GPD1L, NA, KIAA0089",NA,KIAA0089,GPD1L,False,GPD1L,GPD1L,,GPD1L,GPD1L,False,GPD1L
7792,GPD2,GPD2,"GPD2, NA, NA",NA,NA,GPD2,False,GPD2,GPD2,,GPD2,GPD2,False,GPD2
7793,GPER,GPER1,"GPER1, CMKRL2, GPR30, GPER, FEG-1, GPCR-Br, LERGU, LERGU2, DRY12, LyGPR, CEPR","CMKRL2, GPR30, GPER","FEG-1, GPCR-Br, LERGU, LERGU2, DRY12, LyGPR, CEPR",GPER,True,GPER,GPER1,GPER,,GPER1,False,GPER1
7794,GPHA2,GPHA2,"GPHA2, NA, GPA2, ZSIG51, A2, MGC126572",NA,"GPA2, ZSIG51, A2, MGC126572",GPHA2,False,GPHA2,GPHA2,,GPHA2,GPHA2,False,GPHA2
7795,GPHB5,GPHB5,"GPHB5, NA, ZLUT1, GPB5",NA,"ZLUT1, GPB5",GPHB5,False,GPHB5,GPHB5,,GPHB5,GPHB5,False,GPHB5
7796,GPHN,GPHN,"GPHN, NA, KIAA1385",NA,KIAA1385,GPHN,False,GPHN,GPHN,,GPHN,GPHN,False,GPHN
7798,GPIHBP1,GPIHBP1,"GPIHBP1, NA, LOC338328, GPI-HBP1",NA,"LOC338328, GPI-HBP1",GPIHBP1,False,GPIHBP1,GPIHBP1,,GPIHBP1,GPIHBP1,False,GPIHBP1
7799,GPKOW,GPKOW,"GPKOW, NA, T54, GPATC5, GPATCH5, Spp2, Mos2",NA,"T54, GPATC5, GPATCH5, Spp2, Mos2",GPKOW,False,GPKOW,GPKOW,,GPKOW,GPKOW,False,GPKOW
7800,GPLD1,GPLD1,"GPLD1, NA, NA",NA,NA,GPLD1,False,GPLD1,GPLD1,,GPLD1,GPLD1,False,GPLD1
7801,GPM6A,GPM6A,"GPM6A, GPM6, NA",GPM6,NA,GPM6A,False,GPM6A,GPM6A,,,,False,GPM6A
7802,GPM6B,GPM6B,"GPM6B, NA, M6B, MGC17150, MGC54284",NA,"M6B, MGC17150, MGC54284",GPM6B,False,GPM6B,GPM6B,,,,False,GPM6B
7803,GPN1,GPN1,"GPN1, XAB1, NTPBP, MBDIN, ATPBD1A, RPAP4",XAB1,"NTPBP, MBDIN, ATPBD1A, RPAP4",GPN1,False,GPN1,GPN1,,,,False,GPN1
7804,GPN2,GPN2,"GPN2, ATPBD1B, FLJ10349",ATPBD1B,FLJ10349,GPN2,False,GPN2,GPN2,,,,False,GPN2
7805,GPN3,GPN3,"GPN3, ATPBD1C, MGC14560",ATPBD1C,MGC14560,GPN3,False,GPN3,GPN3,,,,False,GPN3
7806,GPNMB,,,,,,,GPNMB,,,GPNMB,,False,GPNMB
7826,GPR1,CMKLR2,"CMKLR2, GPR1, NA",GPR1,NA,GPR1,True,GPR1,CMKLR2,GPR1,,,False,GPR1
7807,GPR101,GPR101,"GPR101, NA, NA",NA,NA,GPR101,False,GPR101,GPR101,,,,False,GPR101
7808,GPR107,GPR107,"GPR107, NA, KIAA1624, RP11-88G17, FLJ20998, LUSTR1",NA,"KIAA1624, RP11-88G17, FLJ20998, LUSTR1",GPR107,False,GPR107,GPR107,,,,False,GPR107
7809,GPR108,GPR108,"GPR108, NA, LUSTR2",NA,LUSTR2,GPR108,False,GPR108,GPR108,,,,False,GPR108
7810,GPR109A,HCAR2,"HCAR2, GPR109A, HCA2, HM74A, PUMAG, Puma-g, NIACR1",GPR109A,"HCA2, HM74A, PUMAG, Puma-g, NIACR1",GPR109A,True,GPR109A,HCAR2,GPR109A,,HCAR2,False,HCAR2
7811,GPR109B,HCAR3,"HCAR3, GPR109B, HCA3, HM74",GPR109B,"HCA3, HM74",GPR109B,True,GPR109B,HCAR3,GPR109B,,HCAR3,False,HCAR3
7812,GPR110,ADGRF1,"ADGRF1, GPR110, hGPCR36, PGR19",GPR110,"hGPCR36, PGR19",GPR110,True,GPR110,ADGRF1,GPR110,,,False,GPR110
7813,GPR111,,,,,,,GPR111,,,,,False,GPR111
7814,GPR112,ADGRG4,"ADGRG4, GPR112, RP1-299I16, PGR17",GPR112,"RP1-299I16, PGR17",GPR112,True,GPR112,ADGRG4,GPR112,,,False,GPR112
7815,GPR113,ADGRF3,"ADGRF3, GPR113, hGPCR37, PGR23",GPR113,"hGPCR37, PGR23",GPR113,True,GPR113,ADGRF3,GPR113,,,False,GPR113
7816,GPR114,ADGRG5,"ADGRG5, GPR114, PGR27",GPR114,PGR27,GPR114,True,GPR114,ADGRG5,GPR114,,,False,GPR114
7817,GPR115,ADGRF4,"ADGRF4, GPR115, FLJ38076, PGR18",GPR115,"FLJ38076, PGR18",GPR115,True,GPR115,ADGRF4,GPR115,,,False,GPR115
7818,GPR116,ADGRF5,"ADGRF5, GPR116, DKFZp564O1923, KIAA0758",GPR116,"DKFZp564O1923, KIAA0758",GPR116,True,GPR116,ADGRF5,GPR116,,ADGRF5,False,ADGRF5
7819,GPR119,GPR119,"GPR119, NA, hGPCR2, GPCR2",NA,"hGPCR2, GPCR2",GPR119,False,GPR119,GPR119,,GPR119,GPR119,False,GPR119
7821,GPR12,GPR12,"GPR12, NA, GPCR21, PPP1R84",NA,"GPCR21, PPP1R84",GPR12,False,GPR12,GPR12,,,,False,GPR12
7820,GPR120,FFAR4,"FFAR4, GPR129, GPR120, O3FAR1, PGR4","GPR129, GPR120, O3FAR1",PGR4,GPR120,True,GPR120,FFAR4,GPR120,,FFAR4,False,FFAR4
7822,GPR123,ADGRA1,"ADGRA1, GPR123, KIAA1828",GPR123,KIAA1828,GPR123,True,GPR123,ADGRA1,GPR123,,,False,GPR123
7823,GPR124,ADGRA2,"ADGRA2, GPR124, TEM5, DKFZp434C211, DKFZp434J0911, KIAA1531, FLJ14390",GPR124,"TEM5, DKFZp434C211, DKFZp434J0911, KIAA1531, FLJ14390",GPR124,True,GPR124,ADGRA2,GPR124,,,False,GPR124
7824,GPR125,ADGRA3,"ADGRA3, GPR125, FLJ38547, PGR21",GPR125,"FLJ38547, PGR21",GPR125,True,GPR125,ADGRA3,GPR125,,,False,GPR125
7825,GPR126,ADGRG6,"ADGRG6, GPR126, FLJ14937",GPR126,FLJ14937,GPR126,True,GPR126,ADGRG6,GPR126,,ADGRG6,False,ADGRG6
7827,GPR128,ADGRG7,"ADGRG7, GPR128, FLJ14454",GPR128,FLJ14454,GPR128,True,GPR128,ADGRG7,GPR128,,,False,GPR128
7828,GPR132,GPR132,"GPR132, NA, G2A",NA,G2A,GPR132,False,GPR132,GPR132,,GPR132,GPR132,False,GPR132
7829,GPR133,ADGRD1,"ADGRD1, GPR133, DKFZp434B1272, PGR25",GPR133,"DKFZp434B1272, PGR25",GPR133,True,GPR133,ADGRD1,GPR133,,,False,GPR133
7830,GPR135,GPR135,"GPR135, NA, HUMNPIIY20, PAFR",NA,"HUMNPIIY20, PAFR",GPR135,False,GPR135,GPR135,,,,False,GPR135
7831,GPR137,GPR137,"GPR137, NA, C11orf4, GPR137A, TM7SF1L1",NA,"C11orf4, GPR137A, TM7SF1L1",GPR137,False,GPR137,GPR137,,,,False,GPR137
7832,GPR137B,GPR137B,"GPR137B, TM7SF1, NA",TM7SF1,NA,GPR137B,False,GPR137B,GPR137B,,,,False,GPR137B
7833,GPR137C,GPR137C,"GPR137C, NA, DKFZp762F0713, TM7SF1L2",NA,"DKFZp762F0713, TM7SF1L2",GPR137C,False,GPR137C,GPR137C,,,,False,GPR137C
7834,GPR139,GPR139,"GPR139, NA, PGR3",NA,PGR3,GPR139,False,GPR139,GPR139,,,,False,GPR139
7835,GPR141,GPR141,"GPR141, NA, PGR13",NA,PGR13,GPR141,False,GPR141,GPR141,,,,False,GPR141
7836,GPR142,GPR142,"GPR142, NA, PGR2",NA,PGR2,GPR142,False,GPR142,GPR142,,,,False,GPR142
7837,GPR143,GPR143,"GPR143, OA1, NA",OA1,NA,GPR143,False,GPR143,GPR143,,GPR143,GPR143,False,GPR143
7838,GPR144,ADGRD2,"ADGRD2, GPR144, PGR24",GPR144,PGR24,GPR144,True,GPR144,ADGRD2,GPR144,,,False,GPR144
7839,GPR146,GPR146,"GPR146, NA, PGR8",NA,PGR8,GPR146,False,GPR146,GPR146,,,,False,GPR146
7840,GPR148,GPR148,"GPR148, NA, PGR6",NA,PGR6,GPR148,False,GPR148,GPR148,,,,False,GPR148
7841,GPR149,GPR149,"GPR149, NA, PGR10, IEDA, R35",NA,"PGR10, IEDA, R35",GPR149,False,GPR149,GPR149,,,,False,GPR149
7845,GPR15,GPR15,"GPR15, NA, NA",NA,NA,GPR15,False,GPR15,GPR15,,GPR15,GPR15,False,GPR15
7842,GPR150,GPR150,"GPR150, NA, PGR11",NA,PGR11,GPR150,False,GPR150,GPR150,,GPR150,GPR150,False,GPR150
7843,GPR151,GPR151,"GPR151, NA, PGR7, GALR4",NA,"PGR7, GALR4",GPR151,False,GPR151,GPR151,,,,False,GPR151
7844,GPR152,GPR152,"GPR152, NA, PGR5",NA,PGR5,GPR152,False,GPR152,GPR152,,,,False,GPR152
7846,GPR153,GPR153,"GPR153, NA, PGR1",NA,PGR1,GPR153,False,GPR153,GPR153,,,,False,GPR153
7847,GPR155,GPR155,"GPR155, NA, DEPDC3, DEP.7, FLJ31819, PGR22",NA,"DEPDC3, DEP.7, FLJ31819, PGR22",GPR155,False,GPR155,GPR155,,,,False,GPR155
7848,GPR156,GPR156,"GPR156, NA, PGR28, GABABL",NA,"PGR28, GABABL",GPR156,False,GPR156,GPR156,,,,False,GPR156
7849,GPR157,GPR157,"GPR157, NA, FLJ12132",NA,FLJ12132,GPR157,False,GPR157,GPR157,,,,False,GPR157
7850,GPR158,GPR158,"GPR158, NA, KIAA1136",NA,KIAA1136,GPR158,False,GPR158,GPR158,,,,False,GPR158
7851,GPR160,GPR160,"GPR160, NA, GPCR150, GPCR1",NA,"GPCR150, GPCR1",GPR160,False,GPR160,GPR160,,,,False,GPR160
7852,GPR161,GPR161,"GPR161, NA, RE2",NA,RE2,GPR161,False,GPR161,GPR161,,GPR161,GPR161,False,GPR161
7853,GPR162,GPR162,"GPR162, NA, A-2, GRCA",NA,"A-2, GRCA",GPR162,False,GPR162,GPR162,,,,False,GPR162
7855,GPR17,GPR17,"GPR17, NA, NA",NA,NA,GPR17,False,GPR17,GPR17,,GPR17,GPR17,False,GPR17
7854,GPR171,GPR171,"GPR171, NA, H963",NA,H963,GPR171,False,GPR171,GPR171,,,,False,GPR171
7856,GPR172A,,,,,,,GPR172A,,,,,False,GPR172A
7857,GPR172B,SLC52A1,"SLC52A1, GPR172B, FLJ10060, GPCR42, PAR2, hRFT1, RFVT1",GPR172B,"FLJ10060, GPCR42, PAR2, hRFT1, RFVT1",GPR172B,True,GPR172B,SLC52A1,GPR172B,,SLC52A1,False,SLC52A1
7858,GPR173,GPR173,"GPR173, NA, SREB3",NA,SREB3,GPR173,False,GPR173,GPR173,,,,False,GPR173
7859,GPR174,GPR174,"GPR174, NA, FKSG79",NA,FKSG79,GPR174,False,GPR174,GPR174,,,,False,GPR174
7860,GPR176,GPR176,"GPR176, NA, Gm1012",NA,Gm1012,GPR176,False,GPR176,GPR176,,GPR176,GPR176,False,GPR176
7861,GPR179,GPR179,"GPR179, GPR158L1, CSNB1E",GPR158L1,CSNB1E,GPR179,False,GPR179,GPR179,,,,False,GPR179
7864,GPR18,GPR18,"GPR18, NA, NA",NA,NA,GPR18,False,GPR18,GPR18,,GPR18,GPR18,False,GPR18
7862,GPR180,GPR180,"GPR180, NA, ITR",NA,ITR,GPR180,False,GPR180,GPR180,,,,False,GPR180
7863,GPR182,GPR182,"GPR182, ADMR, hrhAMR, G10D, AM-R",ADMR,"hrhAMR, G10D, AM-R",GPR182,False,GPR182,GPR182,,,,False,GPR182
7865,GPR183,GPR183,"GPR183, EBI2, NA",EBI2,NA,GPR183,False,GPR183,GPR183,,GPR183,GPR183,False,GPR183
7866,GPR19,GPR19,"GPR19, NA, NA",NA,NA,GPR19,False,GPR19,GPR19,,,,False,GPR19
7867,GPR20,GPR20,"GPR20, NA, NA",NA,NA,GPR20,False,GPR20,GPR20,,GPR20,GPR20,False,GPR20
7868,GPR21,GPR21,"GPR21, NA, NA",NA,NA,GPR21,False,GPR21,GPR21,,,,False,GPR21
7869,GPR22,GPR22,"GPR22, NA, NA",NA,NA,GPR22,False,GPR22,GPR22,,,,False,GPR22
7870,GPR25,GPR25,"GPR25, NA, NA",NA,NA,GPR25,False,GPR25,GPR25,,GPR25,GPR25,False,GPR25
7871,GPR26,GPR26,"GPR26, NA, NA",NA,NA,GPR26,False,GPR26,GPR26,,,,False,GPR26
7872,GPR27,GPR27,"GPR27, NA, SREB1",NA,SREB1,GPR27,False,GPR27,GPR27,,GPR27,GPR27,False,GPR27
7875,GPR3,GPR3,"GPR3, NA, ACCA",NA,ACCA,GPR3,False,GPR3,GPR3,,,,False,GPR3
7873,GPR31,GPR31,"GPR31, NA, HETER1, 12-HETER",NA,"HETER1, 12-HETER",GPR31,False,GPR31,GPR31,,GPR31,GPR31,False,GPR31
7874,GPR32,GPR32,"GPR32, NA, RVDR1",NA,RVDR1,GPR32,False,GPR32,GPR32,,GPR32,GPR32,False,GPR32
7876,GPR34,GPR34,"GPR34, NA, NA",NA,NA,GPR34,False,GPR34,GPR34,,,,False,GPR34
7877,GPR35,GPR35,"GPR35, NA, NA",NA,NA,GPR35,False,GPR35,GPR35,,GPR35,GPR35,False,GPR35
7878,GPR37,GPR37,"GPR37, NA, EDNRBL, hET(B)R-LP, PAELR",NA,"EDNRBL, hET(B)R-LP, PAELR",GPR37,False,GPR37,GPR37,,GPR37,GPR37,False,GPR37
7879,GPR37L1,GPR37L1,"GPR37L1, NA, ETBR-LP-2",NA,ETBR-LP-2,GPR37L1,False,GPR37L1,GPR37L1,,GPR37L1,GPR37L1,False,GPR37L1
7880,GPR39,GPR39,"GPR39, NA, NA",NA,NA,GPR39,False,GPR39,GPR39,,GPR39,GPR39,False,GPR39
7881,GPR4,GPR4,"GPR4, NA, NA",NA,NA,GPR4,False,GPR4,GPR4,,GPR4,GPR4,False,GPR4
7882,GPR44,PTGDR2,"PTGDR2, GPR44, CRTH2, CD294, DP2",GPR44,"CRTH2, CD294, DP2",GPR44,True,GPR44,PTGDR2,GPR44,,PTGDR2,False,PTGDR2
7883,GPR45,GPR45,"GPR45, NA, PSP24, PSP24A",NA,"PSP24, PSP24A",GPR45,False,GPR45,GPR45,,GPR45,GPR45,False,GPR45
7884,GPR50,GPR50,"GPR50, NA, H9, Mel1c",NA,"H9, Mel1c",GPR50,False,GPR50,GPR50,,,,False,GPR50
7885,GPR52,GPR52,"GPR52, NA, NA",NA,NA,GPR52,False,GPR52,GPR52,,,,False,GPR52
7886,GPR55,GPR55,"GPR55, NA, NA",NA,NA,GPR55,False,GPR55,GPR55,,GPR55,GPR55,False,GPR55
7887,GPR56,ADGRG1,"ADGRG1, GPR56, TM7LN4, TM7XN1",GPR56,"TM7LN4, TM7XN1",GPR56,True,GPR56,ADGRG1,GPR56,,,False,GPR56
7890,GPR6,GPR6,"GPR6, NA, NA",NA,NA,GPR6,False,GPR6,GPR6,,,,False,GPR6
7888,GPR61,GPR61,"GPR61, NA, BALGR",NA,BALGR,GPR61,False,GPR61,GPR61,,,,False,GPR61
7889,GPR62,GPR62,"GPR62, NA, NA",NA,NA,GPR62,False,GPR62,GPR62,,,,False,GPR62
7891,GPR63,GPR63,"GPR63, NA, PSP24(beta), PSP24B",NA,"PSP24(beta), PSP24B",GPR63,False,GPR63,GPR63,,,,False,GPR63
7892,GPR64,ADGRG2,"ADGRG2, GPR64, HE6, TM7LN2, EDDM6",GPR64,"HE6, TM7LN2, EDDM6",GPR64,True,GPR64,ADGRG2,GPR64,,,False,GPR64
7893,GPR65,GPR65,"GPR65, NA, hTDAG8, TDAG8",NA,"hTDAG8, TDAG8",GPR65,False,GPR65,GPR65,,GPR65,GPR65,False,GPR65
7894,GPR68,GPR68,"GPR68, NA, OGR1",NA,OGR1,GPR68,False,GPR68,GPR68,,GPR68,GPR68,False,GPR68
7895,GPR75,GPR75,"GPR75, NA, WI-31133",NA,WI-31133,GPR75,False,GPR75,GPR75,,,,False,GPR75
7896,GPR77,C5AR2,"C5AR2, GPR77, C5L2",GPR77,C5L2,GPR77,True,GPR77,C5AR2,GPR77,,C5AR2,False,C5AR2
7897,GPR78,GPR78,"GPR78, NA, NA",NA,NA,GPR78,False,GPR78,GPR78,,,,False,GPR78
7898,GPR81,HCAR1,"HCAR1, GPR104, GPR81, HCA1, FKSG80, TA-GPCR, LACR1","GPR104, GPR81","HCA1, FKSG80, TA-GPCR, LACR1",GPR81,True,GPR81,HCAR1,GPR81,,HCAR1,False,HCAR1
7899,GPR82,GPR82,"GPR82, NA, NA",NA,NA,GPR82,False,GPR82,GPR82,,,,False,GPR82
7900,GPR83,GPR83,"GPR83, GPR72, NA",GPR72,NA,GPR83,False,GPR83,GPR83,,GPR83,GPR83,False,GPR83
7901,GPR84,GPR84,"GPR84, NA, EX33",NA,EX33,GPR84,False,GPR84,GPR84,,GPR84,GPR84,False,GPR84
7902,GPR85,GPR85,"GPR85, NA, SREB2",NA,SREB2,GPR85,False,GPR85,GPR85,,,,False,GPR85
7903,GPR87,GPR87,"GPR87, GPR95, NA",GPR95,NA,GPR87,False,GPR87,GPR87,,,,False,GPR87
7904,GPR88,GPR88,"GPR88, NA, NA",NA,NA,GPR88,False,GPR88,GPR88,,,,False,GPR88
7905,GPR89A,GPR89A,"GPR89A, NA, UNQ192",NA,UNQ192,GPR89A,False,GPR89A,GPR89A,,,,False,GPR89A
7906,GPR89B,,,,,,,GPR89B,,,,,False,GPR89B
7908,GPR89C,GPR89C,"GPR89C, NA, NA",NA,NA,GPR89C,False,GPR89C,GPR89C,,,,True,GPR89C
7909,GPR97,ADGRG3,"ADGRG3, GPR97, Pb99, PGR26",GPR97,"Pb99, PGR26",GPR97,True,GPR97,ADGRG3,GPR97,,ADGRG3,False,ADGRG3
7910,GPR98,ADGRV1,"ADGRV1, USH2C, MASS1, GPR98, DKFZp761P0710, KIAA0686, FEB4, VLGR1","USH2C, MASS1, GPR98","DKFZp761P0710, KIAA0686, FEB4, VLGR1",GPR98,True,GPR98,ADGRV1,GPR98,,ADGRV1,False,ADGRV1
7911,GPRASP1,GPRASP1,"GPRASP1, NA, GASP, GASP1",NA,"GASP, GASP1",GPRASP1,False,GPRASP1,GPRASP1,,,,False,GPRASP1
7912,GPRASP2,GPRASP2,"GPRASP2, NA, GASP2, FLJ37327",NA,"GASP2, FLJ37327",GPRASP2,False,GPRASP2,GPRASP2,,,,False,GPRASP2
632,GPRC5A,,,,,,,GPRC5A,,,GPRC5A,,False,GPRC5A
7913,GPRC5B,GPRC5B,"GPRC5B, NA, RAIG-2",NA,RAIG-2,GPRC5B,False,GPRC5B,GPRC5B,,,,False,GPRC5B
7914,GPRC5C,GPRC5C,"GPRC5C, NA, RAIG-3",NA,RAIG-3,GPRC5C,False,GPRC5C,GPRC5C,,,,False,GPRC5C
7915,GPRC5D,GPRC5D,"GPRC5D, NA, NA",NA,NA,GPRC5D,False,GPRC5D,GPRC5D,,,,False,GPRC5D
7916,GPRC6A,GPRC6A,"GPRC6A, NA, bA86F4.3",NA,bA86F4.3,GPRC6A,False,GPRC6A,GPRC6A,,GPRC6A,GPRC6A,False,GPRC6A
7917,GPRIN1,,,,,,,GPRIN1,,,GPRIN1,,False,GPRIN1
7918,GPRIN2,GPRIN2,"GPRIN2, KIAA0514, MGC15171",KIAA0514,MGC15171,GPRIN2,False,GPRIN2,GPRIN2,,,,False,GPRIN2
7919,GPRIN3,GPRIN3,"GPRIN3, NA, GRIN3, FLJ42625",NA,"GRIN3, FLJ42625",GPRIN3,False,GPRIN3,GPRIN3,,,,False,GPRIN3
7920,GPS1,GPS1,"GPS1, NA, COPS1, CSN1",NA,"COPS1, CSN1",GPS1,False,GPS1,GPS1,,GPS1,GPS1,False,GPS1
7921,GPS2,GPS2,"GPS2, NA, NA",NA,NA,GPS2,False,GPS2,GPS2,,GPS2,GPS2,False,GPS2
7922,GPSM1,GPSM1,"GPSM1, NA, AGS3, DKFZP727I051",NA,"AGS3, DKFZP727I051",GPSM1,False,GPSM1,GPSM1,,GPSM1,GPSM1,False,GPSM1
7923,GPSM2,GPSM2,"GPSM2, DFNB82, LGN, Pins",DFNB82,"LGN, Pins",GPSM2,False,GPSM2,GPSM2,,GPSM2,GPSM2,False,GPSM2
7924,GPSM3,GPSM3,"GPSM3, C6orf9, NG1, G18, G18.1a, G18.1b, G18.2, AGS4",C6orf9,"NG1, G18, G18.1a, G18.1b, G18.2, AGS4",GPSM3,False,GPSM3,GPSM3,,GPSM3,GPSM3,False,GPSM3
